Date,SPY,QQQ,TLT,GLD,HYG,IWM
2015-10-09,170.1266326904297,98.90873718261719,93.10533142089844,110.87000274658203,49.69322204589844,101.56932067871094
2015-10-12,170.28709411621094,99.15013122558594,93.81350708007812,111.30999755859375,49.59979248046875,101.4201431274414
2015-10-13,169.21405029296875,98.5094985961914,93.97337341308594,111.86000061035156,49.483028411865234,100.03359985351562
2015-10-14,168.40281677246094,98.35166931152344,94.79566955566406,113.80999755859375,49.44801330566406,99.05071258544922
2015-10-15,170.98854064941406,99.96720123291016,94.33126068115234,113.29000091552734,49.56477737426758,101.4201431274414
2015-10-16,171.76597595214844,100.38496398925781,94.36164093017578,112.48999786376953,49.79248046875,101.28851318359375
2015-10-19,171.85049438476562,100.96064758300781,94.10282135009766,112.0199966430664,49.9267578125,101.48159790039062
2015-10-20,171.6306915283203,100.4406967163086,93.52415466308594,112.7300033569336,49.9734992980957,101.34119415283203
2015-10-21,170.5660400390625,99.82792663574219,94.45308685302734,111.7300033569336,49.92094802856445,99.7966537475586
2015-10-22,173.447509765625,101.8612060546875,94.61295318603516,111.69000244140625,49.93842315673828,100.6742172241211
2015-10-23,175.3488006591797,104.71161651611328,93.80585479736328,111.5,50.113651275634766,101.66586303710938
2015-10-26,174.91781616210938,104.7765884399414,94.4301986694336,111.43000030517578,50.061058044433594,100.97257232666016
2015-10-27,174.57986450195312,104.9901351928711,94.66625213623047,111.68000030517578,49.89756774902344,99.86687469482422
2015-10-28,176.5655975341797,105.8629150390625,94.28556060791016,110.77999877929688,50.031856536865234,102.78036499023438
2015-10-29,176.4641876220703,105.69577026367188,92.78561401367188,109.72000122070312,49.90340805053711,101.68341064453125
2015-10-30,175.70372009277344,105.2222671508789,93.48607635498047,109.30000305175781,49.9617919921875,101.21829223632812
2015-11-02,177.7824249267578,106.41065216064453,93.0564956665039,108.58999633789062,50.11664581298828,103.32444763183594
2015-11-03,178.29786682128906,106.78205871582031,92.29336547851562,106.9800033569336,50.1694450378418,103.85977935791016
2015-11-04,177.75714111328125,106.7913589477539,92.40019989013672,105.97000122070312,50.02280044555664,103.80712127685547
2015-11-05,177.57960510253906,106.50353240966797,92.15605926513672,105.63999938964844,49.829246520996094,103.8861083984375
2015-11-06,177.48672485351562,106.57781219482422,90.80541229248047,104.0999984741211,49.588741302490234,104.6232681274414
2015-11-09,175.83045959472656,105.44509887695312,90.2941665649414,104.4000015258789,49.38341522216797,103.3946533203125
2015-11-10,176.2360382080078,105.17582702636719,90.56119537353516,104.18000030517578,49.2719841003418,103.70182037353516
2015-11-11,175.54319763183594,105.04584503173828,90.37045288085938,103.83000183105469,49.1546745300293,102.79791259765625
2015-11-12,173.09262084960938,104.0245361328125,90.80541229248047,103.8499984741211,48.8261833190918,100.83219146728516
2015-11-13,171.14907836914062,101.98192596435547,91.32432556152344,103.55999755859375,48.6854248046875,100.10380554199219
2015-11-16,173.75173950195312,103.44890594482422,91.2403564453125,103.70999908447266,48.91420364379883,100.96381378173828
2015-11-17,173.625,103.5138931274414,91.39293670654297,102.33999633789062,48.94939041137695,100.57768249511719
2015-11-18,176.3797149658203,105.50081634521484,91.583740234375,102.43000030517578,49.04322814941406,102.28016662597656
2015-11-19,176.22760009765625,105.57506561279297,92.19416809082031,103.55999755859375,48.603328704833984,101.85015869140625
2015-11-20,176.8698272705078,106.28998565673828,91.91182708740234,103.08999633789062,48.591552734375,102.5083236694336
2015-11-23,176.6670379638672,105.98360443115234,92.19416809082031,102.26000213623047,48.55050277709961,103.0173110961914
2015-11-24,176.90362548828125,105.8907470703125,92.18655395507812,102.94000244140625,48.61503982543945,103.77204132080078
2015-11-25,176.87831115722656,105.98360443115234,92.40019989013672,102.45999908447266,48.6678466796875,104.57936096191406
2015-11-27,177.08103942871094,106.13213348388672,92.30867004394531,101.25,48.744075775146484,104.97429656982422
2015-11-30,176.3458709716797,105.8629150390625,92.67495727539062,101.91999816894531,48.71473693847656,104.51795196533203
2015-12-01,178.02749633789062,106.92132568359375,93.92671203613281,102.27999877929688,49.06129455566406,105.21121215820312
2015-12-02,176.2107391357422,106.26213073730469,93.9572982788086,100.69000244140625,48.96112060546875,104.07914733886719
2015-12-03,173.74331665039062,104.46092987060547,91.40326690673828,101.76000213623047,48.83143615722656,102.32403564453125
2015-12-04,177.1317596435547,106.90278625488281,92.2061767578125,104.0199966430664,48.719486236572266,103.35956573486328
2015-12-07,176.05859375,106.41997528076172,93.10084533691406,102.66999816894531,48.37761688232422,101.80626678466797
2015-12-08,174.87562561035156,106.42929077148438,93.14672088623047,102.83999633789062,47.77642822265625,101.24463653564453
2015-12-09,173.51512145996094,104.81375122070312,93.04727935791016,102.63999938964844,48.02399826049805,100.11258697509766
2015-12-10,173.96298217773438,105.28727722167969,93.169677734375,102.55000305175781,47.8235969543457,100.44606018066406
2015-12-11,170.59141540527344,102.86396789550781,94.63789367675781,103.11000061035156,46.86875534057617,98.20825958251953
2015-12-14,171.45330810546875,103.64388275146484,93.41438293457031,101.79000091552734,46.46207809448242,97.50621032714844
2015-12-15,173.25323486328125,104.27523803710938,92.86382293701172,101.5199966430664,47.22243881225586,98.91029357910156
2015-12-16,175.78819274902344,105.82577514648438,92.66497802734375,102.75,47.58193588256836,100.41973876953125
2015-12-17,173.1095428466797,104.2845230102539,93.71263122558594,100.5,47.051513671875,99.34909057617188
2015-12-18,170.02554321289062,102.28409576416016,94.23262023925781,102.04000091552734,46.874664306640625,97.8309097290039
2015-12-21,171.4281005859375,103.42025756835938,94.20966339111328,103.1500015258789,46.72730255126953,98.56805419921875
2015-12-22,172.98370361328125,104.10013580322266,93.52906799316406,102.61000061035156,47.29312515258789,99.47195434570312
2015-12-23,175.1258544921875,104.87310028076172,92.82559204101562,102.30999755859375,47.593727111816406,100.72686767578125
